age,sex,province,n
49,Male,Nova Scotia,1
49,Male,Ontario,5
49,Male,Quebec,2
49,Male,Saskatchewan,1
49,Female,Alberta,3
49,Female,British Columbia,2
49,Female,Newfoundland and Labrador,2
49,Female,Ontario,4
49,Female,Quebec,1
49,Female,Saskatchewan,1
49,Male,Alberta,3
49,Male,Manitoba,2
49,Male,Newfoundland and Labrador,3
49,Male,Ontario,3
49,Male,Quebec,4
49,Female,Alberta,3
49,Female,British Columbia,2
49,Female,Newfoundland and Labrador,1
49,Female,Ontario,2
49,Female,Quebec,2
49,Female,Saskatchewan,1
49,Male,Manitoba,1
49,Male,Newfoundland and Labrador,1
49,Male,Nova Scotia,2
49,Male,Ontario,4
49,Male,Quebec,2
49,Female,Alberta,3
49,Female,British Columbia,3
49,Female,Manitoba,1
49,Female,Newfoundland and Labrador,1
49,Female,Nova Scotia,2
49,Female,Ontario,8
49,Female,Prince Edward Island,2
49,Male,Alberta,2
49,Male,British Columbia,3
49,Male,Newfoundland and Labrador,1
49,Male,Nova Scotia,2
49,Male,Ontario,4
49,Male,Prince Edward Island,1
49,Male,Quebec,7
49,Female,British Columbia,1
49,Female,New Brunswick,1
49,Female,Nova Scotia,1
49,Female,Ontario,5
49,Female,Prince Edward Island,1
49,Female,Quebec,3
49,Female,Saskatchewan,1
49,Male,British Columbia,2
49,Male,Manitoba,3
49,Male,New Brunswick,1
49,Male,Ontario,4
49,Male,Quebec,3
50,Female,Alberta,1
50,Female,British Columbia,2
50,Female,Newfoundland and Labrador,1
50,Female,Nova Scotia,1
50,Female,Ontario,2
50,Female,Quebec,2
50,Male,Alberta,1
50,Male,British Columbia,3
50,Male,Manitoba,1
50,Male,New Brunswick,2
50,Male,Newfoundland and Labrador,2
50,Male,Ontario,2
50,Male,Quebec,4
50,Female,Alberta,1
50,Female,British Columbia,2
50,Female,New Brunswick,1
50,Female,Newfoundland and Labrador,2
50,Female,Nova Scotia,2
50,Female,Ontario,4
50,Female,Saskatchewan,1
50,Male,Alberta,2
50,Male,British Columbia,2
50,Male,New Brunswick,1
50,Male,Newfoundland and Labrador,1
50,Male,Nova Scotia,2
50,Male,Ontario,4
50,Male,Quebec,2
50,Female,Alberta,2
50,Female,British Columbia,3
50,Female,Manitoba,1
50,Female,Newfoundland and Labrador,2
50,Female,Nova Scotia,1
50,Female,Ontario,1
50,Female,Quebec,3
50,Female,Saskatchewan,1
50,Male,British Columbia,2
50,Male,New Brunswick,1
50,Male,Nova Scotia,1
50,Male,Ontario,2
50,Male,Quebec,2
50,Female,Alberta,3
50,Female,British Columbia,4
50,Female,New Brunswick,2
50,Female,Newfoundland and Labrador,1
50,Female,Nova Scotia,1
50,Female,Ontario,5
50,Female,Quebec,2
50,Female,Saskatchewan,1
50,Male,Alberta,2
50,Male,British Columbia,3
50,Male,Manitoba,1
50,Male,Newfoundland and Labrador,1
50,Male,Nova Scotia,2
50,Male,Ontario,7
50,Male,Quebec,4
50,Male,Saskatchewan,2
50,Female,Alberta,2
50,Female,British Columbia,2
50,Female,New Brunswick,1
50,Female,Newfoundland and Labrador,1
50,Female,Prince Edward Island,1
50,Female,Quebec,1
50,Male,Alberta,1
50,Male,British Columbia,1
50,Male,New Brunswick,1
50,Male,Newfoundland and Labrador,2
50,Male,Ontario,3
50,Male,Quebec,3
50,Female,British Columbia,1
50,Female,Manitoba,1
50,Female,Newfoundland and Labrador,1
50,Female,Nova Scotia,1
50,Female,Ontario,5
50,Female,Quebec,1
50,Male,Alberta,1
50,Male,British Columbia,2
50,Male,New Brunswick,1
50,Male,Nova Scotia,1
50,Male,Ontario,3
50,Male,Quebec,1
50,Female,Alberta,3
50,Female,British Columbia,1
50,Female,Manitoba,1
50,Female,Nova Scotia,2
50,Female,Ontario,6
50,Female,Prince Edward Island,1
50,Female,Quebec,3
50,Male,British Columbia,2
50,Male,New Brunswick,3
50,Male,Ontario,5
50,Male,Quebec,1
50,Female,Alberta,1
50,Female,British Columbia,2
50,Female,New Brunswick,1
50,Female,Newfoundland and Labrador,1
50,Female,Ontario,5
50,Female,Quebec,4
50,Female,Saskatchewan,1
50,Male,Alberta,4
50,Male,British Columbia,1
50,Male,Newfoundland and Labrador,1
50,Male,Ontario,4
50,Male,Saskatchewan,2
50,Female,Alberta,3
50,Female,British Columbia,3
50,Female,New Brunswick,2
50,Female,Newfoundland and Labrador,1
50,Female,Nova Scotia,2
50,Female,Ontario,5
50,Female,Prince Edward Island,2
50,Female,Quebec,2
50,Male,Alberta,1
50,Male,British Columbia,2
50,Male,Manitoba,1
50,Male,New Brunswick,1
50,Male,Nova Scotia,3
50,Male,Ontario,10
50,Male,Prince Edward Island,1
50,Male,Quebec,6
50,Male,Saskatchewan,2
50,Female,Alberta,1
50,Female,British Columbia,1
50,Female,Newfoundland and Labrador,2
50,Female,Nova Scotia,2
50,Female,Ontario,3
50,Female,Quebec,3
50,Male,British Columbia,1
50,Male,Manitoba,2
50,Male,Newfoundland and Labrador,1
50,Male,Nova Scotia,1
50,Male,Ontario,3
50,Male,Quebec,4
50,Male,Saskatchewan,3
51,Female,Alberta,2
51,Female,British Columbia,3
51,Female,Manitoba,1
51,Female,New Brunswick,1
51,Female,Newfoundland and Labrador,1
51,Female,Nova Scotia,2
51,Female,Ontario,4
51,Female,Prince Edward Island,1
51,Female,Quebec,2
51,Female,Saskatchewan,1
51,Male,British Columbia,2
51,Male,New Brunswick,1
51,Male,Newfoundland and Labrador,1
51,Male,Nova Scotia,2
51,Male,Ontario,4
51,Male,Prince Edward Island,1
51,Male,Quebec,3
51,Female,Alberta,1
51,Female,British Columbia,1
51,Female,New Brunswick,1
51,Female,Newfoundland and Labrador,1
51,Female,Ontario,2
51,Female,Quebec,3
51,Male,British Columbia,1
51,Male,Manitoba,1
51,Male,Nova Scotia,1
51,Male,Ontario,2
51,Male,Quebec,1
51,Male,Saskatchewan,2
51,Female,Alberta,4
51,Female,New Brunswick,1
51,Female,Ontario,2
51,Female,Prince Edward Island,1
51,Female,Quebec,3
51,Male,British Columbia,4
51,Male,New Brunswick,1
51,Male,Newfoundland and Labrador,1
51,Male,Ontario,3
51,Male,Quebec,4
51,Female,Alberta,1
51,Female,British Columbia,1
51,Female,New Brunswick,1
51,Female,Newfoundland and Labrador,4
51,Female,Nova Scotia,1
51,Female,Ontario,5
51,Female,Prince Edward Island,2
51,Female,Quebec,5
51,Female,Saskatchewan,1
51,Male,Alberta,3
51,Male,British Columbia,1
51,Male,Newfoundland and Labrador,2
51,Male,Nova Scotia,1
51,Male,Ontario,5
51,Male,Prince Edward Island,1
51,Male,Quebec,4
51,Male,Saskatchewan,1
51,Female,British Columbia,1
51,Female,Manitoba,1
51,Female,New Brunswick,2
51,Female,Newfoundland and Labrador,1
51,Female,Nova Scotia,3
51,Female,Ontario,3
51,Female,Saskatchewan,1
51,Male,British Columbia,4
51,Male,New Brunswick,1
51,Male,Nova Scotia,2
51,Male,Ontario,1
51,Male,Prince Edward Island,1
51,Male,Quebec,2
51,Male,Saskatchewan,1
51,Female,Alberta,1
51,Female,British Columbia,1
51,Female,Newfoundland and Labrador,2
51,Female,Nova Scotia,1
51,Female,Ontario,1
51,Female,Quebec,7
51,Male,Alberta,1
51,Male,British Columbia,2
51,Male,Manitoba,1
51,Male,New Brunswick,1
51,Male,Newfoundland and Labrador,1
51,Male,Ontario,2
51,Male,Quebec,2
51,Female,Alberta,2
51,Female,British Columbia,1
51,Female,Manitoba,2
51,Female,New Brunswick,3
51,Female,Nova Scotia,1
51,Female,Ontario,2
51,Female,Quebec,6
51,Male,Alberta,1
51,Male,British Columbia,1
51,Male,Manitoba,1
51,Male,Nova Scotia,1
51,Male,Ontario,2
51,Male,Prince Edward Island,2
51,Male,Quebec,2
51,Male,Saskatchewan,1
51,Female,Alberta,2
51,Female,British Columbia,2
51,Female,Manitoba,1
51,Female,New Brunswick,1
51,Female,Newfoundland and Labrador,1
51,Female,Ontario,5
51,Female,Quebec,4
51,Female,Saskatchewan,1
51,Male,British Columbia,2
51,Male,Manitoba,2
51,Male,New Brunswick,2
51,Male,Nova Scotia,2
51,Male,Ontario,5
51,Male,Quebec,2
51,Female,Alberta,2
51,Female,British Columbia,3
51,Female,Manitoba,4
51,Female,New Brunswick,2
51,Female,Newfoundland and Labrador,2
51,Female,Nova Scotia,1
51,Female,Ontario,9
51,Female,Quebec,10
51,Female,Saskatchewan,2
51,Male,British Columbia,2
51,Male,Manitoba,2
51,Male,New Brunswick,2
51,Male,Newfoundland and Labrador,2
51,Male,Nova Scotia,3
51,Male,Ontario,8
51,Male,Prince Edward Island,1
51,Male,Quebec,4
51,Male,Saskatchewan,1
51,Female,British Columbia,1
51,Female,Ontario,4
51,Female,Prince Edward Island,1
51,Female,Quebec,5
51,Female,Saskatchewan,1
51,Male,Alberta,1
51,Male,British Columbia,1
51,Male,Newfoundland and Labrador,1
52,Female,British Columbia,1
52,Female,Newfoundland and Labrador,1
52,Female,Ontario,3
52,Female,Quebec,2
52,Male,Alberta,1
52,Male,British Columbia,2
52,Male,Manitoba,1
52,Male,New Brunswick,4
52,Male,Nova Scotia,4
52,Male,Ontario,3
52,Male,Quebec,5
52,Male,Saskatchewan,2
52,Female,New Brunswick,1
52,Female,Newfoundland and Labrador,1
52,Female,Ontario,9
52,Female,Quebec,6
52,Female,Saskatchewan,2
52,Male,Alberta,2
52,Male,British Columbia,1
52,Male,Ontario,6
52,Male,Quebec,3
52,Male,Saskatchewan,1
52,Female,Alberta,2
52,Female,British Columbia,3
52,Female,Newfoundland and Labrador,2
52,Female,Nova Scotia,1
52,Female,Ontario,6
52,Female,Quebec,1
52,Female,Saskatchewan,1
52,Male,Alberta,1
52,Male,Ontario,2
52,Male,Quebec,3
52,Female,Alberta,3
52,Female,British Columbia,2
52,Female,Manitoba,3
52,Female,New Brunswick,3
52,Female,Newfoundland and Labrador,2
52,Female,Nova Scotia,2
52,Female,Ontario,9
52,Female,Quebec,3
52,Male,Alberta,4
52,Male,British Columbia,6
52,Male,Manitoba,1
52,Male,New Brunswick,3
52,Male,Newfoundland and Labrador,5
52,Male,Nova Scotia,2
52,Male,Ontario,6
52,Male,Quebec,6
52,Male,Saskatchewan,2
52,Female,Alberta,5
52,Female,British Columbia,3
52,Female,New Brunswick,2
52,Female,Nova Scotia,1
52,Female,Ontario,3
52,Female,Quebec,4
52,Female,Saskatchewan,3
52,Male,Alberta,2
52,Male,British Columbia,2
52,Male,New Brunswick,1
52,Male,Newfoundland and Labrador,1
52,Male,Nova Scotia,1
52,Male,Quebec,4
52,Female,British Columbia,2
52,Female,Manitoba,1
52,Female,New Brunswick,2
52,Female,Nova Scotia,3
52,Female,Ontario,4
52,Female,Prince Edward Island,1
52,Male,Alberta,2
52,Male,British Columbia,2
52,Male,New Brunswick,1
52,Male,Newfoundland and Labrador,1
52,Male,Nova Scotia,4
52,Male,Ontario,1
52,Female,Manitoba,2
52,Female,New Brunswick,3
52,Female,Newfoundland and Labrador,1
52,Female,Nova Scotia,1
52,Female,Ontario,8
52,Female,Quebec,3
52,Male,Alberta,2
52,Male,Manitoba,2
52,Male,New Brunswick,1
52,Male,Newfoundland and Labrador,2
52,Male,Nova Scotia,2
52,Male,Ontario,9
52,Male,Quebec,5
52,Female,British Columbia,4
52,Female,Newfoundland and Labrador,3
52,Female,Nova Scotia,2
52,Female,Quebec,5
52,Female,Saskatchewan,1
52,Male,Alberta,3
52,Male,British Columbia,2
52,Male,Nova Scotia,1
52,Male,Ontario,3
52,Male,Quebec,6
52,Male,Saskatchewan,1
52,Female,British Columbia,4
52,Female,New Brunswick,3
52,Female,Newfoundland and Labrador,2
52,Female,Nova Scotia,3
52,Female,Ontario,5
52,Female,Quebec,6
52,Female,Saskatchewan,2
52,Male,Alberta,3
52,Male,British Columbia,1
52,Male,Manitoba,1
52,Male,New Brunswick,2
52,Male,Nova Scotia,1
52,Male,Ontario,16
52,Male,Quebec,3
52,Male,Saskatchewan,3
52,Female,British Columbia,1
52,Female,Manitoba,1
52,Female,New Brunswick,3
52,Female,Nova Scotia,2
52,Female,Ontario,8
52,Female,Prince Edward Island,2
52,Female,Quebec,1
52,Male,Alberta,1
52,Male,British Columbia,1
52,Male,Manitoba,1
52,Male,New Brunswick,3
52,Male,Nova Scotia,1
52,Male,Ontario,2
52,Male,Prince Edward Island,3
52,Male,Quebec,3
53,Female,Alberta,2
53,Female,British Columbia,3
53,Female,Manitoba,1
53,Female,Newfoundland and Labrador,1
53,Female,Nova Scotia,3
53,Female,Ontario,4
53,Female,Quebec,3
53,Male,British Columbia,1
53,Male,Manitoba,1
53,Male,Newfoundland and Labrador,1
53,Male,Nova Scotia,1
53,Male,Ontario,5
53,Male,Quebec,4
53,Female,Alberta,4
53,Female,British Columbia,3
53,Female,New Brunswick,1
53,Female,Newfoundland and Labrador,1
53,Female,Nova Scotia,1
53,Female,Ontario,5
53,Female,Prince Edward Island,1
53,Female,Quebec,5
53,Male,Alberta,1
53,Male,New Brunswick,1
53,Male,Newfoundland and Labrador,2
53,Male,Ontario,5
53,Female,British Columbia,5
53,Female,Manitoba,1
53,Female,New Brunswick,2
53,Female,Newfoundland and Labrador,1
53,Female,Nova Scotia,1
53,Female,Ontario,5
53,Female,Quebec,3
53,Female,Saskatchewan,1
53,Male,Alberta,1
53,Male,British Columbia,2
53,Male,Manitoba,1
53,Male,New Brunswick,2
53,Male,Newfoundland and Labrador,2
53,Male,Nova Scotia,4
53,Male,Ontario,5
53,Male,Prince Edward Island,1
53,Male,Quebec,2
53,Female,Alberta,5
53,Female,British Columbia,7
53,Female,Manitoba,2
53,Female,New Brunswick,2
53,Female,Newfoundland and Labrador,3
53,Female,Ontario,9
53,Female,Prince Edward Island,1
53,Female,Quebec,2
53,Female,Saskatchewan,1
53,Male,Alberta,4
53,Male,British Columbia,3
53,Male,New Brunswick,1
53,Male,Newfoundland and Labrador,1
53,Male,Nova Scotia,1
53,Male,Ontario,11
53,Male,Quebec,5
53,Male,Saskatchewan,1
53,Female,Alberta,2
53,Female,British Columbia,1
53,Female,New Brunswick,2
53,Female,Nova Scotia,1
53,Female,Ontario,4
53,Female,Prince Edward Island,2
53,Female,Quebec,3
53,Female,Saskatchewan,1
53,Male,Alberta,2
53,Male,British Columbia,4
53,Male,Manitoba,1
53,Male,New Brunswick,1
53,Male,Newfoundland and Labrador,1
53,Male,Nova Scotia,1
53,Male,Ontario,2
53,Male,Prince Edward Island,1
53,Female,Alberta,2
53,Female,British Columbia,1
53,Female,New Brunswick,2
53,Female,Nova Scotia,1
53,Female,Ontario,5
53,Female,Quebec,3
53,Female,Saskatchewan,1
53,Male,British Columbia,3
53,Male,Manitoba,1
53,Male,Newfoundland and Labrador,1
53,Male,Nova Scotia,1
53,Male,Prince Edward Island,1
53,Male,Quebec,2
53,Female,British Columbia,1
53,Female,New Brunswick,1
53,Female,Newfoundland and Labrador,2
53,Female,Ontario,8
53,Female,Prince Edward Island,2
53,Female,Quebec,2
53,Male,Alberta,1
53,Male,British Columbia,1
53,Male,Newfoundland and Labrador,2
53,Male,Ontario,1
53,Male,Prince Edward Island,2
53,Male,Quebec,1
53,Female,Alberta,3
53,Female,British Columbia,1
53,Female,Manitoba,1
53,Female,New Brunswick,1
53,Female,Newfoundland and Labrador,2
53,Female,Ontario,5
53,Female,Saskatchewan,2
53,Male,British Columbia,4
53,Male,Manitoba,1
53,Male,Newfoundland and Labrador,1
53,Male,Nova Scotia,2
53,Male,Ontario,7
53,Male,Prince Edward Island,2
53,Male,Quebec,3
53,Female,Alberta,1
53,Female,British Columbia,3
53,Female,Manitoba,2
53,Female,Newfoundland and Labrador,2
53,Female,Nova Scotia,3
53,Female,Ontario,5
53,Female,Prince Edward Island,1
53,Female,Quebec,7
53,Female,Saskatchewan,2
53,Male,Alberta,3
53,Male,British Columbia,1
53,Male,Manitoba,2
53,Male,New Brunswick,4
53,Male,Newfoundland and Labrador,2
53,Male,Ontario,7
53,Male,Quebec,7
53,Male,Saskatchewan,2
53,Female,British Columbia,3
53,Female,Manitoba,1
53,Female,New Brunswick,2
53,Female,Nova Scotia,1
53,Female,Ontario,5
53,Female,Prince Edward Island,3
53,Female,Quebec,2
53,Female,Saskatchewan,1
53,Male,Alberta,3
53,Male,Manitoba,2
53,Male,Nova Scotia,1
53,Male,Ontario,5
53,Male,Prince Edward Island,1
53,Male,Quebec,2
54,Female,British Columbia,3
54,Female,Manitoba,1
54,Female,New Brunswick,1
54,Female,Newfoundland and Labrador,2
54,Female,Nova Scotia,1
54,Female,Ontario,8
54,Female,Prince Edward Island,1
54,Female,Quebec,2
54,Female,Saskatchewan,1
54,Male,Alberta,1
54,Male,British Columbia,3
54,Male,Manitoba,2
54,Male,New Brunswick,2
54,Male,Newfoundland and Labrador,1
54,Male,Ontario,6
54,Male,Quebec,5
54,Male,Saskatchewan,1
54,Female,British Columbia,1
54,Female,New Brunswick,3
54,Female,Newfoundland and Labrador,3
54,Female,Nova Scotia,1
54,Female,Ontario,3
54,Female,Prince Edward Island,1
54,Female,Quebec,3
54,Male,British Columbia,1
54,Male,Manitoba,1
54,Male,New Brunswick,1
54,Male,Newfoundland and Labrador,3
54,Male,Ontario,3
54,Male,Prince Edward Island,2
54,Male,Quebec,3
54,Male,Saskatchewan,1
54,Female,Manitoba,1
54,Female,New Brunswick,1
54,Female,Newfoundland and Labrador,1
54,Female,Nova Scotia,3
54,Female,Ontario,3
54,Female,Quebec,3
54,Female,Saskatchewan,1
54,Male,Alberta,2
54,Male,British Columbia,1
54,Male,Manitoba,1
54,Male,New Brunswick,1
54,Male,Newfoundland and Labrador,1
54,Male,Nova Scotia,3
54,Male,Ontario,5
54,Male,Quebec,5
54,Male,Saskatchewan,1
54,Female,Alberta,4
54,Female,British Columbia,5
54,Female,Manitoba,2
54,Female,New Brunswick,4
54,Female,Newfoundland and Labrador,1
54,Female,Nova Scotia,1
54,Female,Ontario,16
54,Female,Prince Edward Island,1
54,Female,Quebec,9
54,Female,Saskatchewan,2
54,Male,Alberta,2
54,Male,British Columbia,2
54,Male,Manitoba,1
54,Male,New Brunswick,2
54,Male,Nova Scotia,3
54,Male,Ontario,10
54,Male,Prince Edward Island,1
54,Male,Quebec,4
54,Male,Saskatchewan,2
54,Female,Alberta,2
54,Female,British Columbia,1
54,Female,Newfoundland and Labrador,1
54,Female,Ontario,4
54,Female,Prince Edward Island,3
54,Female,Quebec,2
54,Female,Saskatchewan,1
54,Male,Alberta,2
54,Male,Manitoba,1
54,Male,New Brunswick,1
54,Male,Ontario,5
54,Male,Prince Edward Island,1
54,Male,Quebec,1
54,Male,Saskatchewan,1
54,Female,British Columbia,2
54,Female,Manitoba,1
54,Female,Newfoundland and Labrador,1
54,Female,Nova Scotia,3
54,Female,Ontario,3
54,Female,Quebec,1
54,Male,Alberta,4
54,Male,British Columbia,1
54,Male,Manitoba,1
54,Male,New Brunswick,2
54,Male,Ontario,3
54,Male,Quebec,1
54,Female,Alberta,2
54,Female,British Columbia,2
54,Female,Newfoundland and Labrador,1
54,Female,Ontario,6
54,Female,Quebec,4
54,Male,Alberta,3
54,Male,British Columbia,2
54,Male,New Brunswick,2
54,Male,Newfoundland and Labrador,1
54,Male,Quebec,1
54,Female,British Columbia,3
54,Female,Manitoba,1
54,Female,New Brunswick,2
54,Female,Newfoundland and Labrador,1
54,Female,Nova Scotia,3
54,Female,Ontario,4
54,Female,Prince Edward Island,2
54,Female,Quebec,3
54,Female,Saskatchewan,1
54,Male,Alberta,3
54,Male,British Columbia,1
54,Male,Manitoba,1
54,Male,Nova Scotia,1
54,Male,Ontario,4
54,Male,Prince Edward Island,1
54,Male,Quebec,6
54,Male,Saskatchewan,3
54,Female,Alberta,5
54,Female,British Columbia,2
54,Female,Manitoba,3
54,Female,New Brunswick,1
54,Female,Newfoundland and Labrador,4
54,Female,Nova Scotia,3
54,Female,Ontario,7
54,Female,Prince Edward Island,1
54,Female,Quebec,5
54,Female,Saskatchewan,1
54,Male,Alberta,2
54,Male,Manitoba,3
54,Male,Newfoundland and Labrador,3
54,Male,Ontario,11
54,Male,Prince Edward Island,3
54,Male,Quebec,4
54,Female,Alberta,2
54,Female,British Columbia,1
54,Female,Manitoba,1
54,Female,New Brunswick,3
54,Female,Newfoundland and Labrador,2
54,Female,Nova Scotia,1
54,Female,Ontario,5
54,Female,Prince Edward Island,3
54,Female,Quebec,2
54,Female,Saskatchewan,1
54,Male,Alberta,1
54,Male,British Columbia,2
54,Male,Manitoba,1
54,Male,New Brunswick,1
54,Male,Newfoundland and Labrador,1
54,Male,Nova Scotia,2
54,Male,Ontario,1
54,Male,Prince Edward Island,1
54,Male,Quebec,3
54,Male,Saskatchewan,2
55,Female,Alberta,2
55,Female,British Columbia,2
55,Female,Manitoba,1
55,Female,New Brunswick,3
55,Female,Nova Scotia,1
55,Female,Ontario,6
55,Female,Prince Edward Island,1
55,Female,Quebec,2
55,Male,British Columbia,3
55,Male,Manitoba,1
55,Male,New Brunswick,1
55,Male,Nova Scotia,2
55,Male,Ontario,3
55,Male,Prince Edward Island,1
55,Male,Quebec,5
55,Male,Saskatchewan,1
55,Female,Alberta,3
55,Female,British Columbia,1
55,Female,Manitoba,1
55,Female,New Brunswick,4
55,Female,Ontario,3
55,Female,Quebec,2
55,Female,Saskatchewan,1
55,Male,Alberta,1
55,Male,British Columbia,2
55,Male,Manitoba,3
55,Male,New Brunswick,2
55,Male,Newfoundland and Labrador,2
55,Male,Nova Scotia,2
55,Male,Ontario,5
55,Male,Quebec,2
55,Male,Saskatchewan,1
55,Female,Alberta,1
55,Female,British Columbia,4
55,Female,Manitoba,1
55,Female,Nova Scotia,2
55,Female,Ontario,6
55,Female,Prince Edward Island,2
55,Female,Quebec,1
55,Male,Alberta,1
55,Male,British Columbia,1
55,Male,Manitoba,3
55,Male,New Brunswick,1
55,Male,Newfoundland and Labrador,3
55,Male,Nova Scotia,1
55,Male,Ontario,3
55,Male,Prince Edward Island,2
55,Male,Quebec,2
55,Male,Saskatchewan,1
55,Female,Alberta,4
55,Female,British Columbia,5
55,Female,Manitoba,1
55,Female,New Brunswick,2
55,Female,Newfoundland and Labrador,5
55,Female,Nova Scotia,2
55,Female,Ontario,8
55,Female,Quebec,5
55,Female,Saskatchewan,1
55,Male,Alberta,5
55,Male,British Columbia,2
55,Male,Manitoba,3
55,Male,New Brunswick,1
55,Male,Newfoundland and Labrador,1
55,Male,Ontario,12
55,Male,Prince Edward Island,1
55,Male,Quebec,4
55,Male,Saskatchewan,4
55,Female,Alberta,1
55,Female,British Columbia,2
55,Female,New Brunswick,3
55,Female,Newfoundland and Labrador,1
55,Female,Nova Scotia,1
55,Female,Ontario,7
55,Female,Prince Edward Island,2
55,Female,Quebec,3
55,Male,British Columbia,2
55,Male,New Brunswick,1
55,Male,Newfoundland and Labrador,2
55,Male,Nova Scotia,3
55,Male,Ontario,2
55,Male,Prince Edward Island,1
55,Male,Quebec,3
55,Female,Alberta,4
55,Female,British Columbia,4
55,Female,Manitoba,2
55,Female,New Brunswick,2
55,Female,Ontario,3
55,Female,Prince Edward Island,1
55,Female,Quebec,4
55,Male,Alberta,2
55,Male,British Columbia,2
55,Male,New Brunswick,2
55,Male,Newfoundland and Labrador,2
55,Male,Ontario,7
55,Male,Quebec,5
55,Male,Saskatchewan,2
55,Female,Alberta,2
55,Female,British Columbia,3
55,Female,New Brunswick,2
55,Female,Newfoundland and Labrador,1
55,Female,Nova Scotia,2
55,Female,Ontario,1
55,Female,Quebec,4
55,Female,Saskatchewan,3
55,Male,Alberta,3
55,Male,British Columbia,1
55,Male,New Brunswick,2
55,Male,Nova Scotia,2
55,Male,Ontario,4
55,Male,Quebec,1
55,Male,Saskatchewan,1
55,Female,Alberta,5
55,Female,British Columbia,2
55,Female,New Brunswick,1
55,Female,Nova Scotia,1
55,Female,Ontario,6
55,Female,Prince Edward Island,1
55,Female,Quebec,7
55,Female,Saskatchewan,1
55,Male,Alberta,2
55,Male,British Columbia,2
55,Male,Manitoba,1
55,Male,Nova Scotia,2
55,Male,Ontario,3
55,Male,Prince Edward Island,1
55,Male,Quebec,2
55,Female,Alberta,3
55,Female,British Columbia,2
55,Female,New Brunswick,3
55,Female,Ontario,12
55,Female,Prince Edward Island,1
55,Female,Quebec,4
55,Female,Saskatchewan,1
55,Male,Alberta,3
55,Male,British Columbia,2
55,Male,Manitoba,1
55,Male,New Brunswick,2
55,Male,Newfoundland and Labrador,2
55,Male,Nova Scotia,1
55,Male,Ontario,7
55,Male,Prince Edward Island,2
55,Male,Quebec,4
55,Male,Saskatchewan,1
55,Female,British Columbia,7
55,Female,Manitoba,2
55,Female,New Brunswick,2
55,Female,Nova Scotia,1
55,Female,Ontario,4
55,Female,Quebec,4
55,Male,Alberta,1
55,Male,British Columbia,5
55,Male,Manitoba,1
55,Male,New Brunswick,1
55,Male,Newfoundland and Labrador,1
55,Male,Nova Scotia,1
55,Male,Ontario,3
55,Male,Prince Edward Island,1
55,Male,Quebec,2
55,Male,Saskatchewan,1
56,Female,British Columbia,2
56,Female,Manitoba,4
56,Female,New Brunswick,1
56,Female,Nova Scotia,1
56,Female,Ontario,11
56,Female,Quebec,2
56,Male,Alberta,5
56,Male,British Columbia,5
56,Male,Newfoundland and Labrador,1
56,Male,Nova Scotia,1
56,Male,Ontario,1
56,Male,Quebec,2
56,Male,Saskatchewan,1
56,Female,Alberta,1
56,Female,British Columbia,2
56,Female,Manitoba,1
56,Female,Newfoundland and Labrador,1
56,Female,Nova Scotia,4
56,Female,Ontario,7
56,Female,Quebec,5
56,Male,Alberta,2
56,Male,British Columbia,4
56,Male,Manitoba,1
56,Male,New Brunswick,1
56,Male,Ontario,8
56,Male,Quebec,6
56,Male,Saskatchewan,1
56,Female,Alberta,1
56,Female,New Brunswick,2
56,Female,Newfoundland and Labrador,1
56,Female,Nova Scotia,1
56,Female,Ontario,6
56,Female,Quebec,5
56,Male,Alberta,3
56,Male,British Columbia,1
56,Male,Manitoba,2
56,Male,New Brunswick,4
56,Male,Ontario,6
56,Male,Quebec,1
56,Female,Alberta,1
56,Female,British Columbia,4
56,Female,New Brunswick,2
56,Female,Newfoundland and Labrador,1
56,Female,Ontario,7
56,Female,Prince Edward Island,1
56,Female,Quebec,11
56,Female,Saskatchewan,1
56,Male,Alberta,2
56,Male,New Brunswick,3
56,Male,Newfoundland and Labrador,2
56,Male,Nova Scotia,3
56,Male,Ontario,3
56,Male,Prince Edward Island,1
56,Male,Quebec,8
56,Male,Saskatchewan,1
56,Female,Manitoba,1
56,Female,New Brunswick,2
56,Female,Nova Scotia,1
56,Female,Ontario,2
56,Female,Quebec,1
56,Male,Alberta,1
56,Male,British Columbia,3
56,Male,Manitoba,1
56,Male,New Brunswick,1
56,Male,Nova Scotia,2
56,Male,Ontario,4
56,Male,Quebec,3
56,Male,Saskatchewan,1
56,Female,Alberta,2
56,Female,British Columbia,4
56,Female,Manitoba,3
56,Female,New Brunswick,2
56,Female,Newfoundland and Labrador,1
56,Female,Nova Scotia,1
56,Female,Ontario,2
56,Female,Quebec,7
56,Male,Alberta,1
56,Male,New Brunswick,1
56,Male,Newfoundland and Labrador,2
56,Male,Nova Scotia,1
56,Male,Ontario,5
56,Male,Prince Edward Island,3
56,Male,Quebec,3
56,Female,Alberta,2
56,Female,British Columbia,6
56,Female,Manitoba,1
56,Female,New Brunswick,1
56,Female,Newfoundland and Labrador,1
56,Female,Nova Scotia,3
56,Female,Ontario,8
56,Female,Quebec,3
56,Female,Saskatchewan,1
56,Male,Alberta,1
56,Male,British Columbia,1
56,Male,Manitoba,3
56,Male,New Brunswick,1
56,Male,Newfoundland and Labrador,2
56,Male,Nova Scotia,4
56,Male,Ontario,2
56,Male,Quebec,2
56,Female,Alberta,1
